Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-12757.8074, 151831.604)","(-12779.5512, 151809.9515)",16.694,22.6,80645.09,31358.19,120967.64,60483.82,31358.19
"(-12757.8074, 151831.604)","(-12734.4934, 151854.8202)",19.655,22.6,94947.42,36919.53,142421.12,71210.56,36919.53
"(-13149.7782, 151768.059)","(-13146.08, 151745.7852)",43.299,22.6,209167.72,81333.16,313751.58,156875.79,81333.16
"(-13149.7782, 151768.059)","(-13249.5599, 151730.234)",39.688,22.6,191720.63,74549.0,287580.94,143790.47,74549.0
"(-12786.8635, 152002.6221)","(-12791.0385, 152002.9327)",4.187,22.6,20224.14,7863.99,30336.21,15168.11,7863.99
"(-12786.8635, 152002.6221)","(-12786.7744, 152000.3521)",2.272,22.6,10974.26,4267.25,16461.39,8230.7,4267.25
"(-12558.5152, 151915.2154)","(-12563.8135, 151916.81)",5.533,22.6,26728.85,10393.3,40093.28,20046.64,10393.3
"(-12558.5152, 151915.2154)","(-12543.9397, 151907.2471)",16.611,22.6,80245.68,31202.88,120368.52,60184.26,31202.88
"(-12686.5022, 151687.5037)","(-12684.462, 151666.0589)",21.542,22.6,104062.36,40463.8,156093.54,78046.77,40463.8
"(-12686.5022, 151687.5037)","(-12716.1356, 151718.1955)",42.663,22.6,206094.17,80138.03,309141.26,154570.63,80138.03
"(-12716.1356, 151718.1955)","(-12730.7408, 151731.5576)",19.795,22.6,95626.71,37183.67,143440.07,71720.04,37183.67
"(-12602.4108, 151780.6372)","(-12576.6956, 151780.7102)",25.715,22.6,124224.36,48303.63,186336.54,93168.27,48303.63
"(-12602.4108, 151780.6372)","(-12610.0336, 151781.7666)",7.706,22.6,37225.86,14474.97,55838.8,27919.4,14474.97
"(-12788.269, 151733.7928)","(-12787.3521, 151734.9948)",1.512,22.6,7303.09,2839.75,10954.63,5477.32,2839.75
"(-12788.269, 151733.7928)","(-12790.045, 151731.4645)",2.928,22.6,14146.08,5500.59,21219.12,10609.56,5500.59
"(-12765.8774, 151763.7038)","(-12730.7408, 151731.5576)",47.623,22.6,230055.53,89455.21,345083.3,172541.65,89455.21
"(-12765.8774, 151763.7038)","(-12772.5647, 151764.577)",6.744,22.6,32578.95,12668.06,48868.42,24434.21,12668.06
"(-12864.0025, 152173.4179)","(-12925.915, 152152.7804)",6.461,22.6,31210.1,12135.79,46815.15,23407.58,12135.79
"(-12864.0025, 152173.4179)","(-12793.61, 152138.9448)",20.276,22.6,97946.87,38085.84,146920.3,73460.15,38085.84
"(-12745.1294, 151997.2538)","(-12786.7744, 152000.3521)",41.76,22.6,201732.83,78442.16,302599.24,151299.62,78442.16
"(-12745.1294, 151997.2538)","(-12718.2281, 152007.8728)",28.921,22.6,139711.87,54325.82,209567.8,104783.9,54325.82
"(-13120.68, 151708.7434)","(-13101.3835, 151691.7858)",112.273,22.6,542363.35,210893.56,813545.02,406772.51,210893.56
"(-13120.68, 151708.7434)","(-13146.08, 151745.7852)",33.138,22.6,160080.96,62246.17,240121.44,120060.72,62246.17
"(-13085.7549, 151678.0517)","(-13070.1243, 151683.9149)",78.38,22.6,378636.94,147229.88,567955.42,283977.71,147229.88
"(-13085.7549, 151678.0517)","(-13101.3835, 151691.7858)",73.476,22.6,354945.69,138017.73,532418.54,266209.27,138017.73
"(-12549.1788, 151861.1437)","(-12543.9397, 151907.2471)",46.4,22.6,224147.69,87158.0,336221.53,168110.76,87158.0
"(-12549.1788, 151861.1437)","(-12576.6956, 151780.7102)",85.01,22.6,410663.2,159683.03,615994.79,307997.4,159683.03
"(-12874.9874, 151807.1951)","(-12887.6999, 151780.5225)",114.442,22.6,552839.52,214967.13,829259.29,414629.64,214967.13
"(-12874.9874, 151807.1951)","(-12860.1863, 151810.8954)",49.765,22.6,240404.87,93479.47,360607.3,180303.65,93479.47
"(-13249.5599, 151730.234)","(-13236.0993, 151778.579)",25.558,22.6,123466.04,48008.76,185199.05,92599.53,48008.76
"(-13036.0131, 151676.9934)","(-13004.2631, 151662.1767)",58.983,22.6,284931.25,110793.19,427396.88,213698.44,110793.19
"(-13036.0131, 151676.9934)","(-13050.8299, 151680.1684)",39.208,22.6,189406.01,73648.98,284109.01,142054.51,73648.98
"(-12772.5647, 151764.577)","(-12779.8407, 151759.9468)",8.624,22.6,41661.99,16199.93,62492.99,31246.5,16199.93
"(-12925.915, 152152.7804)","(-12962.4275, 152138.4929)",15.524,22.6,74992.1,29160.07,112488.15,56244.08,29160.07
"(-12831.046, 151692.3813)","(-12833.7497, 151696.4467)",4.882,22.6,23585.51,9171.03,35378.26,17689.13,9171.03
"(-12831.046, 151692.3813)","(-12827.0159, 151686.3216)",7.277,22.6,35155.72,13670.01,52733.57,26366.79,13670.01
"(-12619.9838, 151612.6755)","(-12561.8789, 151708.7434)",16.864,22.6,81463.74,31676.51,122195.6,61097.8,31676.51
"(-12640.3125, 151757.8302)","(-12621.2624, 151767.3552)",21.299,22.6,102888.52,40007.36,154332.78,77166.39,40007.36
"(-12640.3125, 151757.8302)","(-12660.5599, 151744.433)",24.278,22.6,117283.17,45604.6,175924.76,87962.38,45604.6
"(-12799.1599, 151724.5363)","(-12792.7578, 151728.1521)",7.353,22.6,35518.67,13811.15,53278.01,26639.0,13811.15
"(-12799.1599, 151724.5363)","(-12804.9762, 151721.2514)",6.68,22.6,32268.55,12547.36,48402.83,24201.41,12547.36
"(-12821.8697, 151808.7142)","(-12833.7123, 151817.5139)",44.914,22.6,216967.91,84366.2,325451.86,162725.93,84366.2
"(-12821.8697, 151808.7142)","(-12808.2751, 151798.6126)",25.689,22.6,124096.39,48253.87,186144.58,93072.29,48253.87
"(-13020.7407, 152147.3549)","(-13020.4361, 152149.2409)",17.217,22.6,83172.13,32340.8,124758.19,62379.1,32340.8
"(-13020.7407, 152147.3549)","(-12962.4275, 152138.4929)",20.956,22.6,101231.94,39363.21,151847.9,75923.95,39363.21
"(-12576.6956, 151780.7102)","(-12561.8789, 151708.7434)",16.522,22.6,79812.45,31034.42,119718.68,59859.34,31034.42
"(-12718.2281, 152007.8728)","(-12713.6747, 151990.3095)",18.144,22.6,87649.0,34081.6,131473.5,65736.75,34081.6
"(-13046.0673, 152007.7232)","(-13096.5275, 151949.0344)",24.763,22.6,119622.18,46514.11,179433.26,89716.63,46514.11
"(-13046.0673, 152007.7232)","(-13050.8299, 152056.9358)",14.684,22.6,70936.75,27583.18,106405.13,53202.57,27583.18
"(-12733.0438, 151963.7754)","(-12713.6747, 151990.3095)",32.851,22.6,158697.54,61708.24,238046.31,119023.15,61708.24
"(-12733.0438, 151963.7754)","(-12719.3583, 151950.9415)",18.762,22.6,90633.26,35242.0,135949.89,67974.95,35242.0
"(-12779.5512, 151809.9515)","(-12808.2751, 151798.6126)",20.806,22.6,100507.43,39081.49,150761.15,75380.57,39081.49
"(-12670.9322, 151917.1018)","(-12674.8127, 151919.8484)",4.754,22.6,22966.21,8930.22,34449.32,17224.66,8930.22
"(-12670.9322, 151917.1018)","(-12627.401, 151935.9472)",47.435,22.6,229148.71,89102.6,343723.06,171861.53,89102.6
"(-12860.0256, 151810.9355)","(-12860.1863, 151810.8954)",65.669,22.6,317231.8,123352.99,475847.7,237923.85,123352.99
"(-12860.0256, 151810.9355)","(-12851.9013, 151812.9666)",50.184,22.6,242426.32,94265.49,363639.48,181819.74,94265.49
"(-13020.4361, 152149.2409)","(-13025.0056, 152149.9353)",21.625,22.6,104465.84,40620.69,156698.75,78349.38,40620.69
"(-12734.4934, 151854.8202)","(-12709.8871, 151877.0452)",15.153,22.6,73201.21,28463.69,109801.81,54900.91,28463.69
"(-13236.0993, 151778.579)","(-13217.8047, 151841.6484)",30.406,22.6,146881.95,57113.85,220322.93,110161.47,57113.85
"(-12787.3521, 151734.9948)","(-12786.2854, 151736.3931)",1.759,22.6,8495.94,3303.58,12743.91,6371.96,3303.58
"(-12792.7578, 151728.1521)","(-12790.045, 151731.4645)",4.282,22.6,20682.9,8042.38,31024.35,15512.18,8042.38
"(-12887.6999, 151780.5225)","(-12904.73, 151697.2915)",77.399,22.6,373895.74,145386.3,560843.61,280421.81,145386.3
"(-13025.0056, 152149.9353)","(-13050.8299, 152056.9358)",17.682,22.6,85417.86,33214.04,128126.79,64063.39,33214.04
"(-12674.8127, 151919.8484)","(-12675.1959, 151919.6825)",0.418,22.6,2017.18,784.36,3025.77,1512.89,784.36
"(-13189.8862, 151882.845)","(-13217.8047, 151841.6484)",39.225,22.6,189486.44,73680.25,284229.65,142114.83,73680.25
"(-13189.8862, 151882.845)","(-13096.5275, 151949.0344)",27.849,22.6,134532.06,52311.69,201798.1,100899.05,52311.69
"(-12670.5831, 151684.331)","(-12664.588, 151736.9809)",52.99,22.6,255982.36,99536.65,383973.54,191986.77,99536.65
"(-12670.5831, 151684.331)","(-12684.462, 151666.0589)",22.945,22.6,110843.85,43100.73,166265.78,83132.89,43100.73
"(-12784.3585, 151749.4113)","(-12784.1403, 151753.9936)",4.587,22.6,22161.06,8617.15,33241.58,16620.79,8617.15
"(-12784.3585, 151749.4113)","(-12784.4709, 151747.0484)",2.366,22.6,11427.5,4443.49,17141.25,8570.63,4443.49
"(-12638.2197, 151901.3478)","(-12670.1995, 151888.1577)",32.86,22.6,158736.75,61723.49,238105.13,119052.56,61723.49
