variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node85_timber_t0,0.0,0.0,B,C,timber,node1node85,0,135.0
C_node1node85_timber_t1,0.0,1.0,B,C,timber,node1node85,1,113.67
C_node1node85_timber_t2,0.0,1.0,B,C,timber,node1node85,2,80.58
C_node1node85_timber_t3,0.0,1.0,B,C,timber,node1node85,3,57.12
C_node1node85_timber_t4,0.0,1.0,B,C,timber,node1node85,4,40.5
C_node1node85_timber_t5,0.0,1.0,B,C,timber,node1node85,5,28.71
C_node1node85_wide_t0,0.0,0.0,B,C,wide,node1node85,0,203.0
C_node1node85_wide_t1,0.0,1.0,B,C,wide,node1node85,1,170.92
C_node1node85_wide_t2,0.0,1.0,B,C,wide,node1node85,2,121.17
C_node1node85_wide_t3,0.0,1.0,B,C,wide,node1node85,3,85.9
C_node1node85_wide_t4,0.0,1.0,B,C,wide,node1node85,4,60.9
C_node1node85_wide_t5,0.0,1.0,B,C,wide,node1node85,5,43.17
C_node1node13_timber_t0,0.0,0.0,B,C,timber,node1node13,0,775.0
C_node1node13_timber_t1,0.0,1.0,B,C,timber,node1node13,1,652.53
C_node1node13_timber_t2,0.0,1.0,B,C,timber,node1node13,2,462.59
C_node1node13_timber_t3,0.0,1.0,B,C,timber,node1node13,3,327.94
C_node1node13_timber_t4,0.0,1.0,B,C,timber,node1node13,4,232.48
C_node1node13_timber_t5,0.0,1.0,B,C,timber,node1node13,5,164.81
C_node1node13_wide_t0,0.0,0.0,B,C,wide,node1node13,0,1164.0
C_node1node13_wide_t1,0.0,1.0,B,C,wide,node1node13,1,980.06
C_node1node13_wide_t2,0.0,1.0,B,C,wide,node1node13,2,694.78
C_node1node13_wide_t3,0.0,1.0,B,C,wide,node1node13,3,492.54
C_node1node13_wide_t4,0.0,1.0,B,C,wide,node1node13,4,349.17
C_node1node13_wide_t5,0.0,1.0,B,C,wide,node1node13,5,247.54
C_node1node107_timber_t0,0.0,0.0,B,C,timber,node1node107,0,0.0
C_node1node107_timber_t1,0.0,1.0,B,C,timber,node1node107,1,0.0
C_node1node107_timber_t2,0.0,1.0,B,C,timber,node1node107,2,0.0
C_node1node107_timber_t3,0.0,1.0,B,C,timber,node1node107,3,0.0
C_node1node107_timber_t4,0.0,1.0,B,C,timber,node1node107,4,0.0
C_node1node107_timber_t5,0.0,1.0,B,C,timber,node1node107,5,0.0
C_node1node107_wide_t0,0.0,0.0,B,C,wide,node1node107,0,0.0
C_node1node107_wide_t1,0.0,1.0,B,C,wide,node1node107,1,0.0
C_node1node107_wide_t2,0.0,1.0,B,C,wide,node1node107,2,0.0
C_node1node107_wide_t3,0.0,1.0,B,C,wide,node1node107,3,0.0
C_node1node107_wide_t4,0.0,1.0,B,C,wide,node1node107,4,0.0
C_node1node107_wide_t5,0.0,1.0,B,C,wide,node1node107,5,0.0
C_node1node109_timber_t0,0.0,0.0,B,C,timber,node1node109,0,0.0
C_node1node109_timber_t1,0.0,1.0,B,C,timber,node1node109,1,0.0
C_node1node109_timber_t2,0.0,1.0,B,C,timber,node1node109,2,0.0
C_node1node109_timber_t3,0.0,1.0,B,C,timber,node1node109,3,0.0
C_node1node109_timber_t4,0.0,1.0,B,C,timber,node1node109,4,0.0
C_node1node109_timber_t5,0.0,1.0,B,C,timber,node1node109,5,0.0
C_node1node109_wide_t0,0.0,0.0,B,C,wide,node1node109,0,0.0
C_node1node109_wide_t1,0.0,1.0,B,C,wide,node1node109,1,0.0
C_node1node109_wide_t2,0.0,1.0,B,C,wide,node1node109,2,0.0
C_node1node109_wide_t3,0.0,1.0,B,C,wide,node1node109,3,0.0
C_node1node109_wide_t4,0.0,1.0,B,C,wide,node1node109,4,0.0
C_node1node109_wide_t5,0.0,1.0,B,C,wide,node1node109,5,0.0
C_node2node76_timber_t0,0.0,0.0,B,C,timber,node2node76,0,612.0
C_node2node76_timber_t1,0.0,1.0,B,C,timber,node2node76,1,515.29
C_node2node76_timber_t2,0.0,1.0,B,C,timber,node2node76,2,365.3
C_node2node76_timber_t3,0.0,1.0,B,C,timber,node2node76,3,258.97
C_node2node76_timber_t4,0.0,1.0,B,C,timber,node2node76,4,183.59
C_node2node76_timber_t5,0.0,1.0,B,C,timber,node2node76,5,130.15
C_node2node76_wide_t0,0.0,0.0,B,C,wide,node2node76,0,917.0
C_node2node76_wide_t1,0.0,1.0,B,C,wide,node2node76,1,772.09
C_node2node76_wide_t2,0.0,1.0,B,C,wide,node2node76,2,547.35
C_node2node76_wide_t3,0.0,1.0,B,C,wide,node2node76,3,388.03
C_node2node76_wide_t4,0.0,1.0,B,C,wide,node2node76,4,275.08
C_node2node76_wide_t5,0.0,1.0,B,C,wide,node2node76,5,195.01
C_node2node49_timber_t0,0.0,0.0,B,C,timber,node2node49,0,661.0
C_node2node49_timber_t1,0.0,1.0,B,C,timber,node2node49,1,556.54
C_node2node49_timber_t2,0.0,1.0,B,C,timber,node2node49,2,394.54
C_node2node49_timber_t3,0.0,1.0,B,C,timber,node2node49,3,279.7
C_node2node49_timber_t4,0.0,1.0,B,C,timber,node2node49,4,198.28
C_node2node49_timber_t5,0.0,1.0,B,C,timber,node2node49,5,140.57
C_node2node49_wide_t0,0.0,0.0,B,C,wide,node2node49,0,991.0
C_node2node49_wide_t1,0.0,1.0,B,C,wide,node2node49,1,834.4
C_node2node49_wide_t2,0.0,1.0,B,C,wide,node2node49,2,591.52
C_node2node49_wide_t3,0.0,1.0,B,C,wide,node2node49,3,419.34
C_node2node49_wide_t4,0.0,1.0,B,C,wide,node2node49,4,297.28
C_node2node49_wide_t5,0.0,1.0,B,C,wide,node2node49,5,210.75
C_node2node106_timber_t0,0.0,0.0,B,C,timber,node2node106,0,0.0
C_node2node106_timber_t1,0.0,1.0,B,C,timber,node2node106,1,0.0
C_node2node106_timber_t2,0.0,1.0,B,C,timber,node2node106,2,0.0
C_node2node106_timber_t3,0.0,1.0,B,C,timber,node2node106,3,0.0
C_node2node106_timber_t4,0.0,1.0,B,C,timber,node2node106,4,0.0
C_node2node106_timber_t5,0.0,1.0,B,C,timber,node2node106,5,0.0
C_node2node106_wide_t0,0.0,0.0,B,C,wide,node2node106,0,0.0
C_node2node106_wide_t1,0.0,1.0,B,C,wide,node2node106,1,0.0
C_node2node106_wide_t2,0.0,1.0,B,C,wide,node2node106,2,0.0
C_node2node106_wide_t3,0.0,1.0,B,C,wide,node2node106,3,0.0
C_node2node106_wide_t4,0.0,1.0,B,C,wide,node2node106,4,0.0
C_node2node106_wide_t5,0.0,1.0,B,C,wide,node2node106,5,0.0
C_node2node107_timber_t0,0.0,0.0,B,C,timber,node2node107,0,0.0
C_node2node107_timber_t1,0.0,1.0,B,C,timber,node2node107,1,0.0
C_node2node107_timber_t2,0.0,1.0,B,C,timber,node2node107,2,0.0
C_node2node107_timber_t3,0.0,1.0,B,C,timber,node2node107,3,0.0
C_node2node107_timber_t4,0.0,1.0,B,C,timber,node2node107,4,0.0
C_node2node107_timber_t5,0.0,1.0,B,C,timber,node2node107,5,0.0
C_node2node107_wide_t0,0.0,0.0,B,C,wide,node2node107,0,0.0
C_node2node107_wide_t1,0.0,1.0,B,C,wide,node2node107,1,0.0
C_node2node107_wide_t2,0.0,1.0,B,C,wide,node2node107,2,0.0
C_node2node107_wide_t3,0.0,1.0,B,C,wide,node2node107,3,0.0
C_node2node107_wide_t4,0.0,1.0,B,C,wide,node2node107,4,0.0
C_node2node107_wide_t5,0.0,1.0,B,C,wide,node2node107,5,0.0
C_node3node31_timber_t0,0.0,0.0,B,C,timber,node3node31,0,225.0
C_node3node31_timber_t1,0.0,1.0,B,C,timber,node3node31,1,189.44
C_node3node31_timber_t2,0.0,1.0,B,C,timber,node3node31,2,134.3
C_node3node31_timber_t3,0.0,1.0,B,C,timber,node3node31,3,95.21
C_node3node31_timber_t4,0.0,1.0,B,C,timber,node3node31,4,67.49
C_node3node31_timber_t5,0.0,1.0,B,C,timber,node3node31,5,47.85
C_node3node31_wide_t0,0.0,0.0,B,C,wide,node3node31,0,337.0
C_node3node31_wide_t1,0.0,1.0,B,C,wide,node3node31,1,283.74
C_node3node31_wide_t2,0.0,1.0,B,C,wide,node3node31,2,201.15
C_node3node31_wide_t3,0.0,1.0,B,C,wide,node3node31,3,142.6
C_node3node31_wide_t4,0.0,1.0,B,C,wide,node3node31,4,101.09
C_node3node31_wide_t5,0.0,1.0,B,C,wide,node3node31,5,71.67
C_node3node72_timber_t0,0.0,0.0,B,C,timber,node3node72,0,133.0
C_node3node72_timber_t1,0.0,1.0,B,C,timber,node3node72,1,111.98
C_node3node72_timber_t2,0.0,1.0,B,C,timber,node3node72,2,79.39
C_node3node72_timber_t3,0.0,1.0,B,C,timber,node3node72,3,56.28
C_node3node72_timber_t4,0.0,1.0,B,C,timber,node3node72,4,39.9
C_node3node72_timber_t5,0.0,1.0,B,C,timber,node3node72,5,28.28
C_node3node72_wide_t0,0.0,0.0,B,C,wide,node3node72,0,200.0
C_node3node72_wide_t1,0.0,1.0,B,C,wide,node3node72,1,168.39
C_node3node72_wide_t2,0.0,1.0,B,C,wide,node3node72,2,119.38
C_node3node72_wide_t3,0.0,1.0,B,C,wide,node3node72,3,84.63
C_node3node72_wide_t4,0.0,1.0,B,C,wide,node3node72,4,60.0
C_node3node72_wide_t5,0.0,1.0,B,C,wide,node3node72,5,42.53
C_node3node39_timber_t0,0.0,0.0,B,C,timber,node3node39,0,1809.0
C_node3node39_timber_t1,0.0,1.0,B,C,timber,node3node39,1,1523.13
C_node3node39_timber_t2,0.0,1.0,B,C,timber,node3node39,2,1079.78
C_node3node39_timber_t3,0.0,1.0,B,C,timber,node3node39,3,765.47
C_node3node39_timber_t4,0.0,1.0,B,C,timber,node3node39,4,542.66
C_node3node39_timber_t5,0.0,1.0,B,C,timber,node3node39,5,384.7
C_node3node39_wide_t0,0.0,0.0,B,C,wide,node3node39,0,2715.0
C_node3node39_wide_t1,0.0,1.0,B,C,wide,node3node39,1,2285.96
C_node3node39_wide_t2,0.0,1.0,B,C,wide,node3node39,2,1620.56
C_node3node39_wide_t3,0.0,1.0,B,C,wide,node3node39,3,1148.84
C_node3node39_wide_t4,0.0,1.0,B,C,wide,node3node39,4,814.44
C_node3node39_wide_t5,0.0,1.0,B,C,wide,node3node39,5,577.37
C_node3node102_timber_t0,0.0,0.0,B,C,timber,node3node102,0,0.0
C_node3node102_timber_t1,0.0,1.0,B,C,timber,node3node102,1,0.0
C_node3node102_timber_t2,0.0,1.0,B,C,timber,node3node102,2,0.0
C_node3node102_timber_t3,0.0,1.0,B,C,timber,node3node102,3,0.0
C_node3node102_timber_t4,0.0,1.0,B,C,timber,node3node102,4,0.0
C_node3node102_timber_t5,0.0,1.0,B,C,timber,node3node102,5,0.0
C_node3node102_wide_t0,0.0,0.0,B,C,wide,node3node102,0,0.0
C_node3node102_wide_t1,0.0,1.0,B,C,wide,node3node102,1,0.0
C_node3node102_wide_t2,0.0,1.0,B,C,wide,node3node102,2,0.0
C_node3node102_wide_t3,0.0,1.0,B,C,wide,node3node102,3,0.0
C_node3node102_wide_t4,0.0,1.0,B,C,wide,node3node102,4,0.0
C_node3node102_wide_t5,0.0,1.0,B,C,wide,node3node102,5,0.0
C_node3node104_timber_t0,0.0,0.0,B,C,timber,node3node104,0,0.0
C_node3node104_timber_t1,0.0,1.0,B,C,timber,node3node104,1,0.0
C_node3node104_timber_t2,0.0,1.0,B,C,timber,node3node104,2,0.0
C_node3node104_timber_t3,0.0,1.0,B,C,timber,node3node104,3,0.0
C_node3node104_timber_t4,0.0,1.0,B,C,timber,node3node104,4,0.0
C_node3node104_timber_t5,0.0,1.0,B,C,timber,node3node104,5,0.0
C_node3node104_wide_t0,0.0,0.0,B,C,wide,node3node104,0,0.0
C_node3node104_wide_t1,0.0,1.0,B,C,wide,node3node104,1,0.0
C_node3node104_wide_t2,0.0,1.0,B,C,wide,node3node104,2,0.0
C_node3node104_wide_t3,0.0,1.0,B,C,wide,node3node104,3,0.0
C_node3node104_wide_t4,0.0,1.0,B,C,wide,node3node104,4,0.0
C_node3node104_wide_t5,0.0,1.0,B,C,wide,node3node104,5,0.0
C_node4node77_timber_t0,0.0,0.0,B,C,timber,node4node77,0,58.0
C_node4node77_timber_t1,0.0,1.0,B,C,timber,node4node77,1,48.83
C_node4node77_timber_t2,0.0,1.0,B,C,timber,node4node77,2,34.62
C_node4node77_timber_t3,0.0,1.0,B,C,timber,node4node77,3,24.54
C_node4node77_timber_t4,0.0,1.0,B,C,timber,node4node77,4,17.4
C_node4node77_timber_t5,0.0,1.0,B,C,timber,node4node77,5,12.33
C_node4node77_wide_t0,0.0,0.0,B,C,wide,node4node77,0,87.0
C_node4node77_wide_t1,0.0,1.0,B,C,wide,node4node77,1,73.25
C_node4node77_wide_t2,0.0,1.0,B,C,wide,node4node77,2,51.93
C_node4node77_wide_t3,0.0,1.0,B,C,wide,node4node77,3,36.81
C_node4node77_wide_t4,0.0,1.0,B,C,wide,node4node77,4,26.1
C_node4node77_wide_t5,0.0,1.0,B,C,wide,node4node77,5,18.5
C_node4node79_timber_t0,0.0,0.0,B,C,timber,node4node79,0,621.0
C_node4node79_timber_t1,0.0,1.0,B,C,timber,node4node79,1,522.87
C_node4node79_timber_t2,0.0,1.0,B,C,timber,node4node79,2,370.67
C_node4node79_timber_t3,0.0,1.0,B,C,timber,node4node79,3,262.77
C_node4node79_timber_t4,0.0,1.0,B,C,timber,node4node79,4,186.29
