variable,coefficient,type,prefix,width,edge,period
C_node1node85_timber_t0,135.0,B,C,timber,,0
C_node1node85_timber_t1,113.67,B,C,timber,,1
C_node1node85_timber_t2,80.58,B,C,timber,,2
C_node1node85_timber_t3,57.12,B,C,timber,,3
C_node1node85_timber_t4,40.5,B,C,timber,,4
C_node1node85_timber_t5,28.71,B,C,timber,,5
C_node1node85_wide_t0,203.0,B,C,wide,,0
C_node1node85_wide_t1,170.92,B,C,wide,,1
C_node1node85_wide_t2,121.17,B,C,wide,,2
C_node1node85_wide_t3,85.9,B,C,wide,,3
C_node1node85_wide_t4,60.9,B,C,wide,,4
C_node1node85_wide_t5,43.17,B,C,wide,,5
C_node1node13_timber_t0,775.0,B,C,timber,,0
C_node1node13_timber_t1,652.53,B,C,timber,,1
C_node1node13_timber_t2,462.59,B,C,timber,,2
C_node1node13_timber_t3,327.94,B,C,timber,,3
C_node1node13_timber_t4,232.48,B,C,timber,,4
C_node1node13_timber_t5,164.81,B,C,timber,,5
C_node1node13_wide_t0,1164.0,B,C,wide,,0
C_node1node13_wide_t1,980.06,B,C,wide,,1
C_node1node13_wide_t2,694.78,B,C,wide,,2
C_node1node13_wide_t3,492.54,B,C,wide,,3
C_node1node13_wide_t4,349.17,B,C,wide,,4
C_node1node13_wide_t5,247.54,B,C,wide,,5
C_node1node107_timber_t0,0.0,B,C,timber,,0
C_node1node107_timber_t1,0.0,B,C,timber,,1
C_node1node107_timber_t2,0.0,B,C,timber,,2
C_node1node107_timber_t3,0.0,B,C,timber,,3
C_node1node107_timber_t4,0.0,B,C,timber,,4
C_node1node107_timber_t5,0.0,B,C,timber,,5
C_node1node107_wide_t0,0.0,B,C,wide,,0
C_node1node107_wide_t1,0.0,B,C,wide,,1
C_node1node107_wide_t2,0.0,B,C,wide,,2
C_node1node107_wide_t3,0.0,B,C,wide,,3
C_node1node107_wide_t4,0.0,B,C,wide,,4
C_node1node107_wide_t5,0.0,B,C,wide,,5
C_node1node109_timber_t0,0.0,B,C,timber,,0
C_node1node109_timber_t1,0.0,B,C,timber,,1
C_node1node109_timber_t2,0.0,B,C,timber,,2
C_node1node109_timber_t3,0.0,B,C,timber,,3
C_node1node109_timber_t4,0.0,B,C,timber,,4
C_node1node109_timber_t5,0.0,B,C,timber,,5
C_node1node109_wide_t0,0.0,B,C,wide,,0
C_node1node109_wide_t1,0.0,B,C,wide,,1
C_node1node109_wide_t2,0.0,B,C,wide,,2
C_node1node109_wide_t3,0.0,B,C,wide,,3
C_node1node109_wide_t4,0.0,B,C,wide,,4
C_node1node109_wide_t5,0.0,B,C,wide,,5
C_node2node76_timber_t0,612.0,B,C,timber,,0
C_node2node76_timber_t1,515.29,B,C,timber,,1
C_node2node76_timber_t2,365.3,B,C,timber,,2
C_node2node76_timber_t3,258.97,B,C,timber,,3
C_node2node76_timber_t4,183.59,B,C,timber,,4
C_node2node76_timber_t5,130.15,B,C,timber,,5
C_node2node76_wide_t0,917.0,B,C,wide,,0
C_node2node76_wide_t1,772.09,B,C,wide,,1
C_node2node76_wide_t2,547.35,B,C,wide,,2
C_node2node76_wide_t3,388.03,B,C,wide,,3
C_node2node76_wide_t4,275.08,B,C,wide,,4
C_node2node76_wide_t5,195.01,B,C,wide,,5
C_node2node49_timber_t0,661.0,B,C,timber,,0
C_node2node49_timber_t1,556.54,B,C,timber,,1
C_node2node49_timber_t2,394.54,B,C,timber,,2
C_node2node49_timber_t3,279.7,B,C,timber,,3
C_node2node49_timber_t4,198.28,B,C,timber,,4
C_node2node49_timber_t5,140.57,B,C,timber,,5
C_node2node49_wide_t0,991.0,B,C,wide,,0
C_node2node49_wide_t1,834.4,B,C,wide,,1
C_node2node49_wide_t2,591.52,B,C,wide,,2
C_node2node49_wide_t3,419.34,B,C,wide,,3
C_node2node49_wide_t4,297.28,B,C,wide,,4
C_node2node49_wide_t5,210.75,B,C,wide,,5
C_node2node106_timber_t0,0.0,B,C,timber,,0
C_node2node106_timber_t1,0.0,B,C,timber,,1
C_node2node106_timber_t2,0.0,B,C,timber,,2
C_node2node106_timber_t3,0.0,B,C,timber,,3
C_node2node106_timber_t4,0.0,B,C,timber,,4
C_node2node106_timber_t5,0.0,B,C,timber,,5
C_node2node106_wide_t0,0.0,B,C,wide,,0
C_node2node106_wide_t1,0.0,B,C,wide,,1
C_node2node106_wide_t2,0.0,B,C,wide,,2
C_node2node106_wide_t3,0.0,B,C,wide,,3
C_node2node106_wide_t4,0.0,B,C,wide,,4
C_node2node106_wide_t5,0.0,B,C,wide,,5
C_node2node107_timber_t0,0.0,B,C,timber,,0
C_node2node107_timber_t1,0.0,B,C,timber,,1
C_node2node107_timber_t2,0.0,B,C,timber,,2
