variable,value,node_type_info,action,road_type,edge,period
C_node1node19_wide_t3,1.0,node1transit_node19source,C,wide,node1node19,3.0
C_node2node3_wide_t5,1.0,node2transit_node3exit,C,wide,node2node3,5.0
C_node2node9_wide_t5,1.0,node2transit_node9transit,C,wide,node2node9,5.0
C_node4node11_timber_t1,1.0,node4transit_node11transit,C,timber,node4node11,1.0
C_node4node11_timber_t4,1.0,node4transit_node11transit,C,timber,node4node11,4.0
C_node4node18_timber_t1,1.0,node4transit_node18source,C,timber,node4node18,1.0
C_node4node18_wide_t4,1.0,node4transit_node18source,C,wide,node4node18,4.0
C_node5node19_timber_t4,1.0,node5transit_node19source,C,timber,node5node19,4.0
C_node8node18_timber_t1,1.0,node8transit_node18source,C,timber,node8node18,1.0
C_node9node19_wide_t5,1.0,node9transit_node19source,C,wide,node9node19,5.0
C_node10node18_timber_t1,1.0,node10transit_node18source,C,timber,node10node18,1.0
C_node10node18_timber_t3,1.0,node10transit_node18source,C,timber,node10node18,3.0
C_node11node14_timber_t1,1.0,node11transit_node14exit,C,timber,node11node14,1.0
C_node11node14_timber_t4,1.0,node11transit_node14exit,C,timber,node11node14,4.0
M_node1node19_wide_t4,1.0,node1transit_node19source,M,wide,node1node19,4.0
M_node1node19_wide_t5,1.0,node1transit_node19source,M,wide,node1node19,5.0
M_node4node11_timber_t5,1.0,node4transit_node11transit,M,timber,node4node11,5.0
M_node4node18_timber_t2,1.0,node4transit_node18source,M,timber,node4node18,2.0
M_node4node18_wide_t5,1.0,node4transit_node18source,M,wide,node4node18,5.0
M_node8node18_timber_t2,1.0,node8transit_node18source,M,timber,node8node18,2.0
M_node8node18_timber_t3,1.0,node8transit_node18source,M,timber,node8node18,3.0
M_node8node18_timber_t4,1.0,node8transit_node18source,M,timber,node8node18,4.0
M_node10node18_wide_t5,1.0,node10transit_node18source,M,wide,node10node18,5.0
M_node11node14_timber_t5,1.0,node11transit_node14exit,M,timber,node11node14,5.0
U_node5node19_t5,1.0,node5transit_node19source,U,,node5node19,5.0
U_node8node18_t5,1.0,node8transit_node18source,U,,node8node18,5.0
U_node10node18_t4,1.0,node10transit_node18source,U,,node10node18,4.0
flow_wide_node9node2_t5,1.0,node9transit_node2transit,flow,wide,node9node2,5.0
flow_wide_node19node9_t5,1.0,node19source_node9transit,flow,wide,node19node9,5.0
flow_wide_node2node3_t5,1.0,node2transit_node3exit,flow,wide,node2node3,5.0
flow_timber_node4node11_t1,1.0,node4transit_node11transit,flow,timber,node4node11,1.0
flow_timber_node4node11_t4,1.0,node4transit_node11transit,flow,timber,node4node11,4.0
flow_timber_node4node11_t5,1.0,node4transit_node11transit,flow,timber,node4node11,5.0
flow_timber_node11node14_t1,1.0,node11transit_node14exit,flow,timber,node11node14,1.0
flow_timber_node11node14_t4,1.0,node11transit_node14exit,flow,timber,node11node14,4.0
flow_timber_node11node14_t5,1.0,node11transit_node14exit,flow,timber,node11node14,5.0
flow_timber_node18node4_t1,1.0,node18source_node4transit,flow,timber,node18node4,1.0
flow_timber_node18node4_t4,1.0,node18source_node4transit,flow,timber,node18node4,4.0
flow_timber_node18node4_t5,1.0,node18source_node4transit,flow,timber,node18node4,5.0
