variable,coefficient,type,prefix,width,edge,period
C_node1node9_timber_t0,132.0,B,C,timber,,0
C_node1node9_timber_t1,111.14,B,C,timber,,1
C_node1node9_timber_t2,78.79,B,C,timber,,2
C_node1node9_timber_t3,55.86,B,C,timber,,3
C_node1node9_timber_t4,39.6,B,C,timber,,4
C_node1node9_timber_t5,28.07,B,C,timber,,5
C_node1node9_wide_t0,199.0,B,C,wide,,0
C_node1node9_wide_t1,167.55,B,C,wide,,1
C_node1node9_wide_t2,118.78,B,C,wide,,2
C_node1node9_wide_t3,84.21,B,C,wide,,3
C_node1node9_wide_t4,59.7,B,C,wide,,4
C_node1node9_wide_t5,42.32,B,C,wide,,5
C_node1node17_timber_t0,13903.0,B,C,timber,,0
C_node1node17_timber_t1,11705.95,B,C,timber,,1
C_node1node17_timber_t2,8298.57,B,C,timber,,2
C_node1node17_timber_t3,5883.01,B,C,timber,,3
C_node1node17_timber_t4,4170.58,B,C,timber,,4
C_node1node17_timber_t5,2956.6,B,C,timber,,5
C_node1node17_wide_t0,20860.0,B,C,wide,,0
C_node1node17_wide_t1,17563.56,B,C,wide,,1
C_node1node17_wide_t2,12451.14,B,C,wide,,2
C_node1node17_wide_t3,8826.85,B,C,wide,,3
C_node1node17_wide_t4,6257.52,B,C,wide,,4
C_node1node17_wide_t5,4436.07,B,C,wide,,5
C_node1node5_timber_t0,5696.0,B,C,timber,,0
C_node1node5_timber_t1,4795.88,B,C,timber,,1
C_node1node5_timber_t2,3399.89,B,C,timber,,2
C_node1node5_timber_t3,2410.25,B,C,timber,,3
C_node1node5_timber_t4,1708.67,B,C,timber,,4
C_node1node5_timber_t5,1211.31,B,C,timber,,5
C_node1node5_wide_t0,8541.0,B,C,wide,,0
C_node1node5_wide_t1,7191.29,B,C,wide,,1
C_node1node5_wide_t2,5098.04,B,C,wide,,2
C_node1node5_wide_t3,3614.1,B,C,wide,,3
C_node1node5_wide_t4,2562.1,B,C,wide,,4
C_node1node5_wide_t5,1816.32,B,C,wide,,5
C_node1node19_timber_t0,0.0,B,C,timber,,0
C_node1node19_timber_t1,0.0,B,C,timber,,1
C_node1node19_timber_t2,0.0,B,C,timber,,2
C_node1node19_timber_t3,0.0,B,C,timber,,3
C_node1node19_timber_t4,0.0,B,C,timber,,4
C_node1node19_timber_t5,0.0,B,C,timber,,5
C_node1node19_wide_t0,0.0,B,C,wide,,0
C_node1node19_wide_t1,0.0,B,C,wide,,1
C_node1node19_wide_t2,0.0,B,C,wide,,2
C_node1node19_wide_t3,0.0,B,C,wide,,3
C_node1node19_wide_t4,0.0,B,C,wide,,4
C_node1node19_wide_t5,0.0,B,C,wide,,5
C_node2node3_timber_t0,1999.0,B,C,timber,,0
C_node2node3_timber_t1,1683.1,B,C,timber,,1
C_node2node3_timber_t2,1193.18,B,C,timber,,2
C_node2node3_timber_t3,845.87,B,C,timber,,3
C_node2node3_timber_t4,599.65,B,C,timber,,4
C_node2node3_timber_t5,425.11,B,C,timber,,5
C_node2node3_wide_t0,2999.0,B,C,wide,,0
C_node2node3_wide_t1,2525.08,B,C,wide,,1
C_node2node3_wide_t2,1790.07,B,C,wide,,2
C_node2node3_wide_t3,1269.02,B,C,wide,,3
C_node2node3_wide_t4,899.63,B,C,wide,,4
C_node2node3_wide_t5,637.77,B,C,wide,,5
C_node2node9_timber_t0,2918.0,B,C,timber,,0
C_node2node9_timber_t1,2456.88,B,C,timber,,1
C_node2node9_timber_t2,1741.73,B,C,timber,,2
C_node2node9_timber_t3,1234.74,B,C,timber,,3
C_node2node9_timber_t4,875.33,B,C,timber,,4
C_node2node9_timber_t5,620.54,B,C,timber,,5
C_node2node9_wide_t0,4374.0,B,C,wide,,0
C_node2node9_wide_t1,3682.79,B,C,wide,,1
C_node2node9_wide_t2,2610.8,B,C,wide,,2
C_node2node9_wide_t3,1850.84,B,C,wide,,3
C_node2node9_wide_t4,1312.1,B,C,wide,,4
C_node2node9_wide_t5,930.17,B,C,wide,,5
C_node2node6_timber_t0,3635.0,B,C,timber,,0
C_node2node6_timber_t1,3060.57,B,C,timber,,1
C_node2node6_timber_t2,2169.7,B,C,timber,,2
C_node2node6_timber_t3,1538.14,B,C,timber,,3
C_node2node6_timber_t4,1090.42,B,C,timber,,4
C_node2node6_timber_t5,773.02,B,C,timber,,5
C_node2node6_wide_t0,5447.0,B,C,wide,,0
C_node2node6_wide_t1,4586.23,B,C,wide,,1
C_node2node6_wide_t2,3251.26,B,C,wide,,2
C_node2node6_wide_t3,2304.88,B,C,wide,,3
C_node2node6_wide_t4,1633.97,B,C,wide,,4
C_node2node6_wide_t5,1158.35,B,C,wide,,5
C_node3node5_timber_t0,9648.0,B,C,timber,,0
C_node3node5_timber_t1,8123.36,B,C,timber,,1
C_node3node5_timber_t2,5758.8,B,C,timber,,2
C_node3node5_timber_t3,4082.52,B,C,timber,,3
C_node3node5_timber_t4,2894.18,B,C,timber,,4
C_node3node5_timber_t5,2051.74,B,C,timber,,5
