variable,lb,ub,type,edge,period,road_type
flow_timber_node1node28_t1,0.0,9.0,I,node1node28,1,timber
flow_timber_node1node28_t2,0.0,9.0,I,node1node28,2,timber
flow_timber_node1node28_t3,0.0,9.0,I,node1node28,3,timber
flow_timber_node1node28_t4,0.0,9.0,I,node1node28,4,timber
flow_timber_node1node28_t5,0.0,9.0,I,node1node28,5,timber
flow_wide_node1node28_t1,0.0,9.0,I,node1node28,1,wide
flow_wide_node1node28_t2,0.0,9.0,I,node1node28,2,wide
flow_wide_node1node28_t3,0.0,9.0,I,node1node28,3,wide
flow_wide_node1node28_t4,0.0,9.0,I,node1node28,4,wide
flow_wide_node1node28_t5,0.0,9.0,I,node1node28,5,wide
flow_timber_node1node47_t1,0.0,9.0,I,node1node47,1,timber
flow_timber_node1node47_t2,0.0,9.0,I,node1node47,2,timber
flow_timber_node1node47_t3,0.0,9.0,I,node1node47,3,timber
flow_timber_node1node47_t4,0.0,9.0,I,node1node47,4,timber
flow_timber_node1node47_t5,0.0,9.0,I,node1node47,5,timber
flow_wide_node1node47_t1,0.0,9.0,I,node1node47,1,wide
flow_wide_node1node47_t2,0.0,9.0,I,node1node47,2,wide
flow_wide_node1node47_t3,0.0,9.0,I,node1node47,3,wide
flow_wide_node1node47_t4,0.0,9.0,I,node1node47,4,wide
flow_wide_node1node47_t5,0.0,9.0,I,node1node47,5,wide
flow_timber_node1node68_t1,0.0,9.0,I,node1node68,1,timber
flow_timber_node1node68_t2,0.0,9.0,I,node1node68,2,timber
flow_timber_node1node68_t3,0.0,9.0,I,node1node68,3,timber
flow_timber_node1node68_t4,0.0,9.0,I,node1node68,4,timber
flow_timber_node1node68_t5,0.0,9.0,I,node1node68,5,timber
flow_wide_node1node68_t1,0.0,9.0,I,node1node68,1,wide
flow_wide_node1node68_t2,0.0,9.0,I,node1node68,2,wide
flow_wide_node1node68_t3,0.0,9.0,I,node1node68,3,wide
flow_wide_node1node68_t4,0.0,9.0,I,node1node68,4,wide
flow_wide_node1node68_t5,0.0,9.0,I,node1node68,5,wide
flow_timber_node1node72_t1,0.0,9.0,I,node1node72,1,timber
flow_timber_node1node72_t2,0.0,9.0,I,node1node72,2,timber
