arc,type
node10node18,source_in_transit_out
node4node18,source_in_transit_out
node8node18,source_in_transit_out
node5node19,source_in_transit_out
node1node19,source_in_transit_out
node9node19,source_in_transit_out
node18node10,source_out_transit_in
node18node8,source_out_transit_in
node18node4,source_out_transit_in
node19node5,source_out_transit_in
node19node9,source_out_transit_in
node19node1,source_out_transit_in
node2node3,exit_in_transit_out
node5node3,exit_in_transit_out
node16node12,exit_in_exit_out
node7node12,exit_in_transit_out
node6node13,exit_in_transit_out
node14node13,exit_in_exit_out
node11node14,exit_in_transit_out
node13node14,exit_in_exit_out
node7node15,exit_in_transit_out
node8node15,exit_in_transit_out
node11node16,exit_in_transit_out
node12node16,exit_in_exit_out
node1node17,exit_in_transit_out
node7node17,exit_in_transit_out
node3node2,exit_out_transit_in
node3node5,exit_out_transit_in
node12node7,exit_out_transit_in
node13node6,exit_out_transit_in
node14node11,exit_out_transit_in
node15node8,exit_out_transit_in
node15node7,exit_out_transit_in
node16node11,exit_out_transit_in
node17node1,exit_out_transit_in
node17node7,exit_out_transit_in
node9node1,transit_in_transit_out
node5node1,transit_in_transit_out
node4node8,transit_in_transit_out
node10node8,transit_in_transit_out
node9node2,transit_in_transit_out
node6node2,transit_in_transit_out
node1node9,transit_in_transit_out
node5node9,transit_in_transit_out
node2node9,transit_in_transit_out
node8node4,transit_in_transit_out
node11node4,transit_in_transit_out
node10node4,transit_in_transit_out
node2node6,transit_in_transit_out
node10node6,transit_in_transit_out
node9node5,transit_in_transit_out
node1node5,transit_in_transit_out
node4node10,transit_in_transit_out
node8node10,transit_in_transit_out
node6node10,transit_in_transit_out
node4node11,transit_in_transit_out
