variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node28_timber_t0,0.0,0.0,B,C,timber,node1node28,0,302.0
C_node1node28_timber_t1,0.0,1.0,B,C,timber,node1node28,1,254.28
C_node1node28_timber_t2,0.0,1.0,B,C,timber,node1node28,2,180.26
C_node1node28_timber_t3,0.0,1.0,B,C,timber,node1node28,3,127.79
C_node1node28_timber_t4,0.0,1.0,B,C,timber,node1node28,4,90.59
C_node1node28_timber_t5,0.0,1.0,B,C,timber,node1node28,5,64.22
C_node1node28_wide_t0,0.0,0.0,B,C,wide,node1node28,0,453.0
C_node1node28_wide_t1,0.0,1.0,B,C,wide,node1node28,1,381.41
C_node1node28_wide_t2,0.0,1.0,B,C,wide,node1node28,2,270.39
C_node1node28_wide_t3,0.0,1.0,B,C,wide,node1node28,3,191.69
C_node1node28_wide_t4,0.0,1.0,B,C,wide,node1node28,4,135.89
C_node1node28_wide_t5,0.0,1.0,B,C,wide,node1node28,5,96.33
C_node1node47_timber_t0,0.0,0.0,B,C,timber,node1node47,0,957.0
C_node1node47_timber_t1,0.0,1.0,B,C,timber,node1node47,1,805.77
C_node1node47_timber_t2,0.0,1.0,B,C,timber,node1node47,2,571.22
C_node1node47_timber_t3,0.0,1.0,B,C,timber,node1node47,3,404.95
C_node1node47_timber_t4,0.0,1.0,B,C,timber,node1node47,4,287.08
C_node1node47_timber_t5,0.0,1.0,B,C,timber,node1node47,5,203.51
C_node1node47_wide_t0,0.0,0.0,B,C,wide,node1node47,0,1432.0
C_node1node47_wide_t1,0.0,1.0,B,C,wide,node1node47,1,1205.71
C_node1node47_wide_t2,0.0,1.0,B,C,wide,node1node47,2,854.75
C_node1node47_wide_t3,0.0,1.0,B,C,wide,node1node47,3,605.95
C_node1node47_wide_t4,0.0,1.0,B,C,wide,node1node47,4,429.57
C_node1node47_wide_t5,0.0,1.0,B,C,wide,node1node47,5,304.53
C_node1node68_timber_t0,0.0,0.0,B,C,timber,node1node68,0,0.0
C_node1node68_timber_t1,0.0,1.0,B,C,timber,node1node68,1,0.0
C_node1node68_timber_t2,0.0,1.0,B,C,timber,node1node68,2,0.0
C_node1node68_timber_t3,0.0,1.0,B,C,timber,node1node68,3,0.0
C_node1node68_timber_t4,0.0,1.0,B,C,timber,node1node68,4,0.0
C_node1node68_timber_t5,0.0,1.0,B,C,timber,node1node68,5,0.0
C_node1node68_wide_t0,0.0,0.0,B,C,wide,node1node68,0,0.0
C_node1node68_wide_t1,0.0,1.0,B,C,wide,node1node68,1,0.0
C_node1node68_wide_t2,0.0,1.0,B,C,wide,node1node68,2,0.0
C_node1node68_wide_t3,0.0,1.0,B,C,wide,node1node68,3,0.0
C_node1node68_wide_t4,0.0,1.0,B,C,wide,node1node68,4,0.0
C_node1node68_wide_t5,0.0,1.0,B,C,wide,node1node68,5,0.0
C_node1node72_timber_t0,0.0,0.0,B,C,timber,node1node72,0,0.0
C_node1node72_timber_t1,0.0,1.0,B,C,timber,node1node72,1,0.0
C_node1node72_timber_t2,0.0,1.0,B,C,timber,node1node72,2,0.0
C_node1node72_timber_t3,0.0,1.0,B,C,timber,node1node72,3,0.0
C_node1node72_timber_t4,0.0,1.0,B,C,timber,node1node72,4,0.0
C_node1node72_timber_t5,0.0,1.0,B,C,timber,node1node72,5,0.0
C_node1node72_wide_t0,0.0,0.0,B,C,wide,node1node72,0,0.0
C_node1node72_wide_t1,0.0,1.0,B,C,wide,node1node72,1,0.0
