Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-11081.5117, 154004.8617)","(-11024.1181, 154003.5988)",57.407,33.8,431388.61,154067.36,647082.91,323541.45,154067.36
"(-11081.5117, 154004.8617)","(-11101.2748, 154060.374)",58.925,33.8,442794.46,158140.88,664191.69,332095.84,158140.88
"(-11074.8632, 154175.8716)","(-11090.6656, 154122.1888)",55.96,33.8,420513.92,150183.54,630770.88,315385.44,150183.54
"(-11074.8632, 154175.8716)","(-11050.5495, 154252.3026)",80.205,33.8,602701.02,215250.37,904051.53,452025.77,215250.37
"(-11036.2204, 154408.808)","(-11099.3058, 154412.9796)",67.354,33.8,506132.53,180761.62,759198.79,379599.4,180761.62
"(-11036.2204, 154408.808)","(-10986.1455, 154426.8182)",53.215,33.8,399886.0,142816.43,599829.0,299914.5,142816.43
"(-11036.2204, 154408.808)","(-10986.1454, 154427.0299)",53.287,33.8,400427.9,143009.97,600641.86,300320.93,143009.97
"(-11212.6901, 154199.3969)","(-11146.825, 154220.4233)",47.489,33.8,356856.7,127448.82,535285.05,267642.52,127448.82
"(-11212.6901, 154199.3969)","(-11225.0684, 154328.7228)",95.603,33.8,718409.43,256574.8,1077614.15,538807.07,256574.8
"(-11540.0171, 154644.6373)","(-11433.9412, 154529.1795)",93.709,33.8,704176.57,251491.63,1056264.86,528132.43,251491.63
"(-11540.0171, 154644.6373)","(-11339.629, 154522.0246)",77.829,33.8,584846.28,208873.67,877269.43,438634.71,208873.67
"(-11065.5844, 154341.093)","(-11045.3926, 154301.2653)",44.654,33.8,335550.36,119839.41,503325.54,251662.77,119839.41
"(-11065.5844, 154341.093)","(-11116.8599, 154354.5104)",53.002,33.8,398282.93,142243.9,597424.39,298712.2,142243.9
"(-11394.0019, 154478.2606)","(-11359.8993, 154446.8494)",234.924,33.8,1765336.06,630477.17,2648004.09,1324002.05,630477.17
"(-11394.0019, 154478.2606)","(-11433.9412, 154529.1795)",118.325,33.8,889156.96,317556.06,1333735.45,666867.72,317556.06
"(-11099.3058, 154412.9796)","(-11147.8106, 154426.4537)",70.085,33.8,526652.54,188090.19,789978.81,394989.41,188090.19
"(-11223.2121, 154500.8579)","(-11339.629, 154522.0246)",77.578,33.8,582963.6,208201.28,874445.4,437222.7,208201.28
"(-11101.2748, 154060.374)","(-11090.6656, 154122.1888)",62.719,33.8,471299.03,168321.08,706948.54,353474.27,168321.08
"(-11225.0684, 154328.7228)","(-11240.7012, 154368.7365)",46.364,33.8,348404.73,124430.26,522607.1,261303.55,124430.26
"(-11240.7012, 154368.7365)","(-11276.7778, 154399.6184)",64.714,33.8,486292.21,173675.79,729438.31,364719.16,173675.79
"(-10986.1455, 154426.8182)","(-10963.184, 154383.8795)",48.693,33.8,365900.01,130678.58,548850.02,274425.01,130678.58
"(-10945.5402, 154053.1263)","(-10945.7405, 154148.1188)",94.993,33.8,713822.73,254936.69,1070734.09,535367.05,254936.69
"(-10945.5402, 154053.1263)","(-11024.1181, 154003.5988)",92.884,33.8,697977.71,249277.76,1046966.57,523483.29,249277.76
"(-11359.8993, 154446.8494)","(-11276.7778, 154399.6184)",156.788,33.8,1178186.38,420780.85,1767279.57,883639.78,420780.85
"(-11147.8106, 154426.4537)","(-11116.8599, 154354.5104)",69.14,33.8,519551.51,185554.11,779327.27,389663.64,185554.11
"(-10948.4029, 154283.8704)","(-10963.184, 154383.8795)",101.096,33.8,759682.17,271315.06,1139523.25,569761.63,271315.06
"(-10948.4029, 154283.8704)","(-10945.7405, 154148.1188)",135.778,33.8,1020301.57,364393.42,1530452.35,765226.18,364393.42
"(-11129.8398, 154288.4188)","(-11116.8599, 154354.5104)",129.917,33.8,976260.83,348664.58,1464391.24,732195.62,348664.58
"(-11129.8398, 154288.4188)","(-11146.825, 154220.4233)",42.959,33.8,322815.84,115291.37,484223.76,242111.88,115291.37
"(-11050.5495, 154252.3026)","(-11045.3926, 154301.2653)",49.234,33.8,369965.29,132130.46,554947.94,277473.97,132130.46
