arc,type
node87node288,source_in_transit_out
node204node288,source_in_transit_out
node1node288,source_in_transit_out
node204node289,source_in_transit_out
node158node289,source_in_transit_out
node1node289,source_in_transit_out
node211node289,source_in_transit_out
node158node290,source_in_transit_out
node69node290,source_in_transit_out
node30node290,source_in_transit_out
node222node290,exit_out_source_in
node211node290,source_in_transit_out
node223node290,exit_out_source_in
node141node290,source_in_transit_out
node221node290,exit_out_source_in
node142node290,source_in_transit_out
node219node290,exit_out_source_in
node220node290,exit_out_source_in
node224node291,exit_out_source_in
node7node291,source_in_transit_out
node120node291,source_in_transit_out
node69node291,source_in_transit_out
node142node291,source_in_transit_out
node196node291,source_in_transit_out
node225node291,exit_out_source_in
node198node292,source_in_transit_out
node226node292,exit_out_source_in
node87node292,source_in_transit_out
node30node292,source_in_transit_out
node137node292,source_in_transit_out
node180node292,source_in_transit_out
node1node292,source_in_transit_out
node215node292,exit_out_source_in
node158node292,source_in_transit_out
node108node293,source_in_transit_out
node141node293,source_in_transit_out
node201node293,source_in_transit_out
node21node293,exit_out_source_in
node226node293,exit_out_source_in
node227node293,exit_out_source_in
node69node293,source_in_transit_out
node198node293,source_in_transit_out
node180node293,source_in_transit_out
node120node293,source_in_transit_out
node196node294,source_in_transit_out
node21node294,exit_out_source_in
node120node294,source_in_transit_out
node7node295,source_in_transit_out
node228node295,exit_out_source_in
node175node295,source_in_transit_out
node231node295,exit_out_source_in
node61node295,exit_out_source_in
node98node295,source_in_transit_out
node100node295,source_in_transit_out
node45node295,exit_out_source_in
node229node295,exit_out_source_in
node230node295,exit_out_source_in
node56node295,exit_out_source_in
node25node295,exit_out_source_in
node21node295,exit_out_source_in
node108node295,source_in_transit_out
node225node295,exit_out_source_in
node196node295,source_in_transit_out
node25node296,exit_out_source_in
node175node296,source_in_transit_out
node100node296,source_in_transit_out
node228node296,exit_out_source_in
node212node297,exit_out_source_in
node233node297,exit_out_source_in
node17node297,exit_out_source_in
node183node297,source_in_transit_out
node235node297,exit_out_source_in
