Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-19732.5048, 148213.5339)","(-19711.692, 148278.2738)",63.618,20.5,307324.94,119500.79,460987.41,230493.71,119500.79
"(-19732.5048, 148213.5339)","(-19658.4801, 148298.0418)",22.348,20.5,107958.85,41978.92,161938.27,80969.13,41978.92
"(-16561.771, 147198.1789)","(-16595.2023, 147244.4721)",64.144,22.6,309864.75,120488.38,464797.12,232398.56,120488.38
"(-16561.771, 147198.1789)","(-16568.7513, 147170.8964)",171.974,22.6,830762.16,323035.08,1246143.25,623071.62,323035.08
"(-18128.9951, 147489.6309)","(-18075.3295, 147522.908)",2.561,23.8,12369.3,4809.7,18553.94,9276.97,4809.7
"(-18128.9951, 147489.6309)","(-18204.0573, 147564.4426)",60.073,33.7,451418.42,161220.86,677127.63,338563.81,161220.86
"(-15994.5837, 147330.0523)","(-15990.419, 147346.4715)",78.444,22.6,428645.52,162263.75,642968.28,321484.14,162263.75
"(-15994.5837, 147330.0523)","(-15997.5364, 147318.4111)",6.128,25.1,46045.83,16444.94,69068.74,34534.37,16444.94
"(-18241.9826, 146929.2581)","(-18194.1582, 146881.4353)",114.637,22.6,553780.99,215333.21,830671.49,415335.74,215333.21
"(-18241.9826, 146929.2581)","(-18252.0869, 146939.4214)",33.743,22.6,163001.82,63381.93,244502.73,122251.36,63381.93
"(-18305.1055, 148365.9266)","(-18347.7177, 148328.5489)",51.55,23.8,249026.52,96831.93,373539.78,186769.89,96831.93
"(-18305.1055, 148365.9266)","(-18265.9956, 148401.2653)",12.746,23.8,61573.97,23942.54,92360.96,46180.48,23942.54
"(-18670.3255, 148455.8926)","(-18785.3242, 148341.5726)",64.19,20.1,310086.21,120574.49,465129.32,232564.66,120574.49
"(-18670.3255, 148455.8926)","(-18504.5897, 148648.1531)",92.92,19.6,448874.41,174541.15,673311.61,336655.81,174541.15
"(-18088.3049, 148513.1229)","(-18139.4675, 148468.7957)",53.936,23.8,260550.86,101313.07,390826.28,195413.14,101313.07
"(-18088.3049, 148513.1229)","(-17888.7472, 148634.5051)",116.427,22.2,562428.56,218695.75,843642.83,421821.42,218695.75
"(-17862.1906, 148887.6951)","(-17900.9724, 148830.3602)",61.021,18.5,294775.82,114621.17,442163.72,221081.86,114621.17
