x,y
-19732.5048,148213.5339
-16561.771,147198.1789
-19832.3467,151147.6579
-18128.9951,147489.6309
-15994.5837,147330.0523
-18241.9826,146929.2581
-18305.1055,148365.9266
-19223.0525,148904.8143
-18670.3255,148455.8926
-18088.3049,148513.1229
-17862.1906,148887.6951
-19204.6301,151662.3795
-19299.933,151714.5668
-19656.7432,149447.2979
-18699.7298,148020.7286
-18848.1415,146787.668
-16221.6933,146958.4622
-17204.1005,147761.7188
-18423.7363,147785.0381
-20237.1557,149214.0535
-19536.6005,149969.9724
-18422.3305,149197.1305
-20322.4177,149931.2848
-19276.3968,149601.3418
-20430.5011,150090.5541
-20697.882,148153.1247
-19016.7376,148558.6788
-20771.5839,151993.5739
-19299.3552,152284.9438
-19841.6423,151055.3869
-18910.0203,148267.1706
-19246.6878,152134.4144
-16680.7127,147215.4692
-19463.0678,149456.8228
-18826.9634,146879.0194
-17337.0653,146461.0272
-16017.5499,147182.6923
-18149.96,147768.0643
-18152.3036,149093.9243
-16775.1702,147998.1798
-19303.0354,151354.8272
-20492.2555,149747.7088
-18236.0035,147803.736
-19843.9197,150692.4212
-18247.746,148848.7233
-19789.0915,151209.3121
-18126.0413,147345.9093
-19397.6651,152282.433
-18855.592,149657.6287
-16476.2665,146841.2419
-18307.8681,147927.7011
-20112.8044,149889.8797
-18488.4787,146625.7722
-17813.8021,148410.5568
-19186.6021,148738.4718
-19611.5962,149788.4228
-19893.0265,150363.4571
-19748.7917,149883.336
-20170.4623,149877.7698
-18252.0869,146939.4214
-18036.9928,147507.4097
-18507.4317,147586.8223
-19416.7144,149733.478
-20297.8424,149241.335
-19250.6038,151419.5122
-21176.3687,149241.5178
-18477.2132,148238.0537
-19565.8994,151270.3985
-19758.3377,150520.0136
-16289.6946,147293.2966
-19525.3094,152105.9782
-19906.8321,148993.5845
-18329.7504,148344.3091
-19029.5738,148473.2117
-18981.7122,146873.2147
-19180.3734,151455.9798
-18962.9068,146982.3803
-18656.9216,147788.4351
-18871.3884,147184.4427
-16473.2317,146853.4116
-18765.7366,148171.6557
-19370.9159,151257.0876
-18056.7153,146846.9794
-16951.2614,147689.6124
-19077.465,148999.3224
-17726.7941,146880.7801
-20338.6905,149915.135
-18569.7162,148505.9732
-17942.9497,149415.6118
-17955.3668,146925.7737
-16308.5787,147284.2017
-19599.5229,148711.344
-18207.1765,148254.1688
-15980.9719,147383.7179
-17399.648,147040.531
-19288.1616,148856.6774
-19843.3764,151048.4077
-18042.695,147509.7149
-17919.8327,146936.0142
-19264.9353,151389.7522
-17328.5208,148638.7624
-18093.9491,146971.1449
-15700.5413,147657.5421
-19658.4801,148298.0418
-19201.4734,151657.3628
-20190.5589,150599.6469
-18579.0545,148557.4782
-20497.97,150036.579
-18146.7852,149385.9783
-20460.9061,148126.2936
-19833.3619,151139.4451
-18001.3337,146909.8259
-18412.0899,146893.6194
-18262.9242,147949.4381
-16057.0677,147463.9323
-20033.6962,148645.9494
-19106.6063,148971.144
-19830.9332,150996.1044
-19055.3922,149478.2791
-19365.7417,150252.2136
-19307.0327,148951.3647
-19803.8133,150917.9993
-20389.703,150806.3945
-17973.7711,147894.4901
-16772.4624,148019.2082
-17516.1649,148595.8311
-20479.8703,152202.0931
-19121.1683,151545.079
-19126.8556,151537.4959
-18505.014,148208.3575
-18292.0326,148580.619
-18252.8754,148252.0206
-19802.2852,148345.7347
-18447.1541,146600.2653
-19939.2324,151953.774
-20387.311,149860.7922
-16859.0616,148454.5372
-19333.4994,151777.8021
-18030.9102,147104.6057
-19785.9074,150778.5913
-19096.1382,149330.1121
-18751.7635,147814.0543
-18864.0712,146770.7562
-17595.9562,147379.7354
-17771.4666,148505.0256
-18134.8392,147258.388
-16437.1194,147129.6685
-16578.7407,147148.1777
-19834.855,151124.9392
-18778.7038,148585.2663
-19289.1289,150121.3956
-19833.2273,151140.5111
-18576.7616,146905.7577
-19277.5721,151677.1504
-19727.0462,152188.4978
-16307.7915,147336.0854
-19059.0379,148503.5311
-19174.3823,151648.1437
-19154.8397,151642.5724
-16771.0362,148039.1002
-20713.135,151379.3618
-19611.2924,149784.9499
-20548.9023,149352.9914
-17061.0909,148718.2605
-19502.1301,152148.3129
-17645.1237,147971.6637
-18013.8105,147492.0157
-18782.0076,146934.6412
-19590.2303,150447.4149
-20350.4303,149902.2054
-18219.7262,148253.5788
-18929.4572,146995.7565
-19024.5526,149642.9113
-19234.3278,148122.2243
-19739.4282,148856.1376
-18997.2621,148148.2731
