Node,Stand
"(-9760.41738, 152862.89111)","[900, 1205]"
"(-9791.19018, 152829.78021)",[1205]
"(-9802.43508, 152815.22811)",[1205]
"(-9797.80478, 152789.43121)",[1205]
"(-9783.25268, 152759.66551)",[1205]
"(-9766.43678, 152743.67411)","[1205, 1383]"
"(-9818.31008, 152694.77631)",[1205]
"(-9871.22688, 152729.17221)",[1205]
"(-9883.13318, 152706.68261)",[1205]
"(-9847.41438, 152652.44301)",[1205]
"(-9835.50808, 152602.17201)",[1205]
"(-9805.08088, 152558.51561)",[1205]
"(-9826.24758, 152514.85941)",[1205]
"(-9873.87268, 152542.64071)",[1205]
"(-9901.65398, 152588.94281)",[1205]
"(-9921.49778, 152570.42191)",[1205]
"(-9897.68518, 152545.28651)",[1205]
"(-9942.66448, 152510.89051)",[1205]
"(-9957.21668, 152460.61971)",[1205]
"(-9996.90418, 152461.94251)",[1205]
"(-10016.74798, 152416.96341)",[1205]
"(-10081.57108, 152381.24451)",[1205]
"(-10162.26908, 152407.70291)",[1205]
"(-10223.12338, 152373.30691)",[1205]
"(-10236.35258, 152357.43191)",[1205]
"(-10196.66498, 152330.97361)",[1205]
"(-10166.23778, 152289.69841)",[1205]
"(-10159.62328, 152235.45881)",[1205]
"(-10187.40458, 152220.90671)",[1205]
"(-10224.44628, 152230.16711)",[1205]
"(-10280.00898, 152191.80251)",[1205]
"(-10317.05068, 152161.37531)",[1205]
"(-10327.63398, 152142.85441)",[1205]
"(-10336.89448, 152111.10441)",[1205]
"(-10339.30168, 152060.25801)",[1205]
"(-10403.30318, 152086.51791)",[1205]
"(-10442.34238, 152144.43871)",[1205]
"(-10449.22968, 152222.45381)",[1205]
"(-10419.79348, 152297.27111)",[1205]
"(-10345.34938, 152352.50421)",[1205]
"(-10321.73218, 152405.97451)",[1205]
"(-10307.90628, 152482.63351)",[1205]
"(-10286.20028, 152524.41591)",[1205]
"(-10230.41488, 152553.68501)",[1205]
"(-10185.03148, 152593.81741)","[1388, 1205]"
"(-10130.78608, 152557.46961)","[1388, 1205]"
"(-10081.27428, 152556.87371)","[1388, 1205]"
"(-10067.15058, 152598.22281)","[1388, 1205]"
"(-10065.55378, 152682.40281)","[1388, 1205]"
"(-10041.61488, 152719.94621)","[1388, 1205, 1206]"
"(-9985.87078, 152687.43691)","[1205, 1206]"
"(-9942.47188, 152727.57051)","[1205, 1206]"
"(-10009.64138, 152756.11931)","[1205, 1206]"
"(-10044.02458, 152792.73181)","[1205, 1206]"
"(-10007.19748, 152836.64341)","[1205, 1206]"
"(-9937.34818, 152841.79461)","[1205, 1206]"
"(-9892.50988, 152833.51741)","[1205, 1206]"
"(-9915.17158, 152794.26931)","[1205, 1206]"
"(-9863.19478, 152783.01681)","[1205, 1206]"
"(-9848.04938, 152844.76351)","[1205, 1206]"
"(-9778.57748, 152871.86961)","[900, 1205, 1206]"
"(-10005.08079, 152443.40894)",[1205]
"(-10299.15698, 152499.47525)",[1205]
"(-9825.16634, 152517.08947)",[1205]
"(-9858.22699, 152533.51406)",[1205]
"(-9903.50478, 152551.42939)",[1205]
"(-9944.11761, 152505.87066)",[1205]
"(-9739.38618, 152991.74671)","[900, 1206]"
"(-9700.28878, 152931.43511)","[900, 1206]"
"(-9765.22938, 152915.18851)","[900, 1206]"
"(-10075.22098, 152727.18781)","[1388, 1206]"
"(-10090.03768, 152763.17121)","[1388, 1206]"
"(-10085.80438, 152816.08811)","[1388, 1206]"
"(-10093.21268, 152877.47151)","[1388, 1206]"
"(-10110.14608, 152925.09661)","[1388, 1206]"
"(-10051.89198, 152962.43741)","[1388, 1206]"
"(-10046.01578, 152960.89351)",[1206]
"(-9950.98608, 152944.12021)",[1206]
"(-9853.29898, 152994.26251)",[1206]
"(-9797.97368, 152999.09721)",[1206]
"(-9554.60078, 153332.05561)",[899]
"(-9555.70718, 153335.80591)",[899]
"(-9505.26138, 153353.51511)",[899]
"(-9444.51338, 153370.72541)",[899]
"(-9348.32788, 153376.19771)",[899]
"(-9282.38358, 153345.62271)",[899]
"(-9229.02758, 153373.74471)",[899]
"(-9215.00198, 153417.26951)",[899]
"(-9167.43118, 153380.35311)",[899]
"(-9109.02908, 153397.38721)",[899]
"(-9052.22908, 153417.09791)",[899]
"(-9005.34128, 153338.30161)",[899]
"(-8946.76948, 153297.98931)",[899]
"(-9018.37528, 153287.67381)",[899]
"(-9066.95148, 153257.77131)",[899]
"(-9046.54478, 153216.70301)",[899]
"(-8980.98938, 153243.88601)",[899]
"(-8906.01368, 153249.79021)",[899]
"(-8878.71948, 153202.01151)","[899, 901]"
"(-8920.98708, 153209.93321)","[899, 901]"
"(-8967.16708, 153189.89581)","[899, 901]"
"(-9015.06798, 153129.08971)","[899, 901]"
"(-9074.54688, 153155.33771)","[899, 901]"
"(-9145.30088, 153164.47331)","[899, 901]"
"(-9226.07508, 153152.38171)","[899, 901]"
"(-9200.95308, 153220.64971)","[899, 900, 901]"
"(-9192.18578, 153279.75991)","[899, 900]"
"(-9237.27138, 153254.59561)","[899, 900]"
"(-9298.09388, 153245.78081)","[899, 900]"
"(-9328.92838, 153191.97171)","[899, 900]"
"(-9388.39708, 153170.08051)","[899, 900]"
"(-9410.12518, 153095.12571)","[899, 900]"
"(-9457.45658, 153080.09721)","[899, 900]"
"(-9463.22818, 153078.47631)","[899, 900]"
"(-9438.64068, 153150.03991)",[899]
"(-9463.42968, 153220.95651)",[899]
"(-9487.71668, 153239.87231)",[899]
"(-9539.16248, 153279.94051)",[899]
"(-9554.54448, 153332.07651)",[899]
"(-8901.41967, 153241.74835)",[899]
"(-8896.59689, 153205.36205)",[899]
"(-8956.91756, 153296.52738)",[899]
"(-8976.06671, 153318.15325)",[899]
"(-9141.61002, 153163.99675)",[899]
"(-9193.05021, 153400.23427)",[899]
"(-9634.93168, 153159.26351)",[900]
"(-9609.42708, 153085.58341)",[900]
"(-9590.48178, 153035.43821)",[900]
"(-9637.88868, 152994.14831)",[900]
"(-9586.79918, 152985.63341)",[900]
"(-9497.89908, 152993.57091)",[900]
"(-9484.78118, 153069.05591)",[900]
"(-9267.34708, 153196.98221)","[900, 901]"
"(-9312.97548, 153133.45171)","[900, 901]"
"(-9350.03138, 153067.21851)","[900, 901]"
"(-9370.48018, 153016.01491)","[900, 901]"
"(-9441.06218, 152991.98081)","[900, 901]"
"(-9403.25848, 152938.49561)","[900, 901]"
"(-9481.20278, 152906.94691)","[900, 901]"
"(-9498.24418, 152833.68401)","[900, 901]"
"(-9446.96938, 152816.22071)","[900, 901]"
"(-9487.09748, 152779.39211)","[900, 901, 902]"
"(-9531.30608, 152797.74821)","[900, 902]"
"(-9589.12788, 152852.67771)","[900, 902]"
"(-9635.75238, 152828.54111)","[900, 902]"
"(-9721.56968, 152796.01091)","[900, 902, 1383]"
"(-9716.15818, 152841.00951)",[900]
"(-9740.83178, 152993.97691)",[900]
"(-9753.48698, 153030.08351)",[900]
"(-9747.13708, 153077.70861)",[900]
"(-9736.02448, 153136.44621)",[900]
"(-9696.33688, 153179.30881)",[900]
"(-9669.54548, 153175.69001)",[900]
"(-8854.60878, 153160.15991)",[901]
"(-8884.75078, 153101.47041)",[901]
"(-8901.77668, 153053.09011)",[901]
"(-8944.28388, 153014.06101)",[901]
"(-8914.52708, 152975.35591)",[901]
"(-8926.70428, 152911.00621)",[901]
"(-8972.21668, 152925.10621)",[901]
"(-9061.56738, 152918.58721)",[901]
"(-9110.80948, 152864.56091)",[901]
"(-9172.55288, 152856.42271)",[901]
"(-9228.64578, 152874.61131)",[901]
"(-9281.61878, 152812.26251)",[901]
"(-9242.41918, 152742.46401)",[901]
"(-9262.13018, 152655.84661)",[901]
"(-9305.87798, 152616.83951)",[901]
"(-9337.06408, 152656.28481)",[901]
"(-9377.03318, 152685.78751)",[901]
"(-9421.11008, 152711.86331)",[901]
"(-9458.62218, 152740.83381)","[901, 902]"
"(-8856.82059, 153155.85329)",[901]
"(-9009.84603, 152922.36078)",[901]
"(-9459.08678, 152688.93341)",[902]
