"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-10051.89198, 152962.43741)","(-10152.47828, 152988.86761)",0.10400076547669607,False,False,502,196,754,196,377,False,"[(-10148.00608, 152987.69251)]"
"(-10051.89198, 152962.43741)","(-9739.38618, 152991.74671)",0.32696168349149546,False,False,1578,613,2369,613,1185,False,"[(-10046.01578, 152960.89351), (-9950.98608, 152944.12021), (-9853.29898, 152994.26251), (-9797.97368, 152999.09721)]"
"(-10051.89198, 152962.43741)","(-10041.61488, 152719.94621)",0.3079471830185323,False,False,1487,579,2231,579,1116,False,"[(-10110.14608, 152925.09661), (-10093.21268, 152877.47151), (-10085.80438, 152816.08811), (-10090.03768, 152763.17121), (-10075.22098, 152727.18781)]"
"(-10051.89198, 152962.43741)","(-9931.9114, 152880.17401)",0.0,False,True,0,0,0,0,0,False,
"(-10051.89198, 152962.43741)","(-10115.10651, 152759.88333)",0.0,False,True,0,0,0,0,0,False,
"(-9760.41738, 152862.89111)","(-9778.57748, 152871.86961)",0.02025839811682856,False,False,98,38,147,38,73,9.44148,
"(-9760.41738, 152862.89111)","(-9721.56968, 152796.01091)",0.09469570277366504,False,False,458,178,686,178,343,False,"[(-9716.15818, 152841.00951)]"
"(-9760.41738, 152862.89111)","(-9766.43678, 152743.67411)",0.14614057817628354,False,False,706,275,1059,275,530,False,"[(-9791.19018, 152829.78021), (-9802.43508, 152815.22811), (-9797.80478, 152789.43121), (-9783.25268, 152759.66551)]"
"(-9760.41738, 152862.89111)","(-9551.16204, 153001.37064)",0.0,False,True,0,0,0,0,0,False,
"(-9463.22818, 153078.47631)","(-9200.95308, 153220.64971)",0.43193071489502555,False,False,2087,811,3128,811,1567,False,"[(-9388.39708, 153170.08051), (-9328.92838, 153191.97171), (-9192.18578, 153279.75991)]"
"(-9463.22818, 153078.47631)","(-9193.05021, 153400.23427)",0.7245743877458732,True,False,5444,1945,8168,1945,4083,False,"[(-9438.64068, 153150.03991), (-9463.42968, 153220.95651), (-9487.71668, 153239.87231), (-9539.16248, 153279.94051), (-9554.54448, 153332.07651), (-9554.60078, 153332.05561), (-9555.70718, 153335.80591), (-9505.26138, 153353.51511), (-9444.51338, 153370.72541), (-9348.32788, 153376.19771), (-9282.38358, 153345.62271), (-9229.02758, 153373.74471), (-9215.00198, 153417.26951)]"
"(-9463.22818, 153078.47631)","(-9739.38618, 152991.74671)",0.7081348615246099,False,False,3422,1330,5130,1330,2567,False,"[(-9484.78118, 153069.05591), (-9497.89908, 152993.57091), (-9586.79918, 152985.63341), (-9637.88868, 152994.14831), (-9590.48178, 153035.43821), (-9609.42708, 153085.58341), (-9634.93168, 153159.26351), (-9669.54548, 153175.69001), (-9696.33688, 153179.30881), (-9736.02448, 153136.44621), (-9747.13708, 153077.70861), (-9753.48698, 153030.08351), (-9740.83178, 152993.97691)]"
"(-9463.22818, 153078.47631)","(-9551.16204, 153001.37064)",0.0,False,True,0,0,0,0,0,False,
"(-10041.61488, 152719.94621)","(-10185.03148, 152593.81741)",0.28722859138143714,False,False,1387,540,2082,540,1040,False,"[(-10065.55378, 152682.40281), (-10067.15058, 152598.22281), (-10081.27428, 152556.87371), (-10130.78608, 152557.46961)]"
"(-10041.61488, 152719.94621)","(-9778.57748, 152871.86961)",0.656450043930796,False,False,3172,1233,4756,1233,2378,False,"[(-9985.87078, 152687.43691), (-9942.47188, 152727.57051), (-10009.64138, 152756.11931), (-10044.02458, 152792.73181), (-10007.19748, 152836.64341), (-9937.34818, 152841.79461), (-9892.50988, 152833.51741), (-9915.17158, 152794.26931), (-9863.19478, 152783.01681), (-9848.04938, 152844.76351)]"
