ID_UG;nodes
1214;(-8968.46528, 152869.15571),(-8323.28988, 153083.83651),(-8906.01368, 153249.79021),(-9061.56738, 152918.58721),(-8946.76948, 153297.98931),(-8878.71948, 153202.01151),(-8870.40298, 152853.96231),(-8854.60878, 153160.15991),(-8956.91756, 153296.52738),(-8684.69437, 153065.59419)
1542;(-8968.46528, 152869.15571),(-8967.89568, 152834.08861),(-9061.56738, 152918.58721),(-9262.13018, 152655.84661),(-8870.40298, 152853.96231),(-9105.24003, 152781.75773)
899;(-8906.01368, 153249.79021),(-9145.30088, 153164.47331),(-9463.22818, 153078.47631),(-9200.95308, 153220.64971),(-8946.76948, 153297.98931),(-9444.51338, 153370.72541),(-8878.71948, 153202.01151),(-9052.22908, 153417.09791),(-9555.70718, 153335.80591),(-8976.0667, 153318.15325),(-9193.05021, 153400.23427),(-9234.10021, 153272.4792)
1205;(-9826.24758, 152514.85941),(-9897.68518, 152545.28651),(-10041.61488, 152719.94621),(-10185.03148, 152593.81741),(-9766.43678, 152743.67411),(-9942.66448, 152510.89051),(-9760.41738, 152862.89111),(-9778.57748, 152871.86961),(-10005.08079, 152443.40894),(-10299.15697, 152499.47525),(-9858.22701, 152533.51407),(-10116.61867, 152484.10832)
901;(-9145.30088, 153164.47331),(-9061.56738, 152918.58721),(-9487.09748, 152779.39211),(-9200.95308, 153220.64971),(-9458.62218, 152740.83381),(-8878.71948, 153202.01151),(-9262.13018, 152655.84661),(-8854.60878, 153160.15991),(-8896.59689, 153205.36205),(-9009.84602, 152922.36078),(-9201.52319, 152963.87284)
1260;(-8975.20958, 153995.50861),(-9017.47498, 154115.71691),(-9444.51338, 153370.72541),(-8945.93118, 154155.40331),(-9146.71098, 153722.00191),(-8984.80828, 153895.44421),(-9052.22908, 153417.09791),(-9002.18865, 153832.99198),(-9084.14791, 153718.2478)
1261;(-8975.20958, 153995.50861),(-9017.47498, 154115.71691),(-9117.48258, 154022.43391),(-9444.51338, 153370.72541),(-9146.71098, 153722.00191),(-8984.80828, 153895.44421),(-9555.70718, 153335.80591),(-9200.32979, 153876.07678),(-9164.36752, 153888.49647),(-9300.76989, 153699.08117)
1387;(-10152.47828, 152988.86761),(-10234.73008, 153001.57941),(-10212.15188, 152638.08231),(-10202.56175, 152811.3511)
1388;(-10152.47828, 152988.86761),(-10051.89198, 152962.43741),(-10041.61488, 152719.94621),(-10185.03148, 152593.81741),(-10212.15188, 152638.08231),(-10115.10651, 152759.88333)
1206;(-10051.89198, 152962.43741),(-10041.61488, 152719.94621),(-9739.38618, 152991.74671),(-9778.57748, 152871.86961),(-9931.9114, 152880.17401)
900;(-9463.22818, 153078.47631),(-9487.09748, 152779.39211),(-9200.95308, 153220.64971),(-9721.56968, 152796.01091),(-9739.38618, 152991.74671),(-9760.41738, 152862.89111),(-9778.57748, 152871.86961),(-9551.16204, 153001.37064)
902;(-9487.09748, 152779.39211),(-9721.56968, 152796.01091),(-9459.08678, 152688.93341),(-9458.62218, 152740.83381),(-9353.52908, 152428.73951),(-9522.86439, 152666.63779)
1383;(-9721.56968, 152796.01091),(-9766.43678, 152743.67411),(-9753.78038, 152506.98521),(-9353.52908, 152428.73951),(-9563.08336, 152630.40536),(-9617.87573, 152577.3363)
