harvesting_schedule,component_name,UB,LB,MIP_gap,solver_runtime_seconds,total_variables,nonzero_variables
stake,comp_14_15_48_merged,58344.64999999971,51614.33047097952,0.11535452743345298,3600.28,50950,1786
stake,comp_20_25_28_33_merged,25401.89,25401.89,0.0,3551.94,57650,1327
stake,comp_5_39_merged,136947.79000000004,82861.768664139,0.39493898613377393,3600.63,72250,3031
